ID,MONTHS_BALANCE,Months_from_Today,STATUS_y
5024848,0,0,0
5024849,-6,6,1
5024850,0,0,1
5024851,0,0,0
5024852,0,0,0
5024853,0,0,0
5024854,0,0,0
5024856,0,0,0
5024857,0,0,0
5024859,-24,24,0
5024860,-11,11,0
5024862,-14,14,0
5024865,0,0,0
5024866,0,0,0
5024868,0,0,0
5024870,0,0,0
5024872,0,0,0
5024873,-49,49,0
5024874,-17,17,0
5024875,0,0,0
5024876,0,0,1
5024877,0,0,0
5024878,-11,11,0
5024881,0,0,0
5024883,-5,5,0
5024884,0,0,0
5024885,-8,8,0
5024887,0,0,0
5024888,0,0,0
5024889,0,0,0
5024890,0,0,0
5024891,-2,2,0
5024892,0,0,0
5024893,-27,27,0
5024894,0,0,0
5024895,-15,15,0
5024896,0,0,0
5024897,0,0,0
5024898,-12,12,1
5024899,-30,30,0
5024900,0,0,1
5024903,-40,40,0
5024905,0,0,0
5024906,0,0,0
5024907,0,0,0
5024908,-23,23,0
5024909,0,0,0
5024910,0,0,0
5024911,-12,12,1
5024912,0,0,0
5024914,0,0,0
5024915,0,0,0
5024916,-14,14,0
5024917,-21,21,0
5024918,0,0,0
5024920,0,0,0
5024922,0,0,0
5024923,0,0,0
5024925,0,0,0
5024926,-40,40,0
5024927,0,0,0
5024930,0,0,0
5024934,-37,37,0
5024936,0,0,0
5024937,-7,7,1
5024938,0,0,0
5024939,0,0,0
5024943,0,0,1
5024944,0,0,0
5024945,0,0,1
5024946,0,0,0
5024947,0,0,0
5024948,0,0,0
5024950,-17,17,0
5024951,-31,31,0
5024952,0,0,0
5024953,0,0,0
5024955,0,0,0
5024957,0,0,0
5024958,0,0,0
5024959,-28,28,0
5024961,-22,22,1
5024963,0,0,0
5024964,-13,13,1
5024966,0,0,1
5024968,0,0,0
5024969,0,0,0
5024970,-15,15,0
5024971,-17,17,1
5024974,0,0,0
5024975,0,0,0
5024976,-24,24,0
5024977,0,0,1
5024978,0,0,0
5024979,-39,39,0
5024980,0,0,0
5024981,0,0,1
5024983,0,0,0
5024984,0,0,0
5024987,-5,5,0
5024988,0,0,1
5024989,0,0,0
5024991,-27,27,1
5024992,0,0,0
5024994,0,0,0
5024999,0,0,0
5025000,0,0,0
5025001,0,0,0
5025002,0,0,1
5025003,0,0,1
5025005,0,0,0
5025006,0,0,0
5025008,-17,17,1
5025009,0,0,0
5025010,0,0,0
5025011,0,0,0
5025012,0,0,0
5025013,0,0,0
5025014,0,0,0
5025015,0,0,0
5025016,0,0,0
5025017,0,0,0
5025018,0,0,0
5025019,-5,5,0
5025020,0,0,0
5025021,0,0,1
5025023,0,0,0
5025025,0,0,0
5025026,0,0,0
5025027,-23,23,0
5025028,0,0,1
5025029,0,0,0
5025030,0,0,1
5025032,0,0,0
5025034,-13,13,0
5025035,0,0,1
5025036,0,0,0
5025038,-6,6,0
5025039,0,0,0
5025040,-15,15,0
5025043,0,0,1
5025044,-8,8,0
5025045,0,0,0
5025046,0,0,0
5025047,0,0,0
5025048,0,0,0
5025049,0,0,0
5025051,0,0,0
5025054,0,0,0
5025055,0,0,0
5025056,0,0,0
5025058,-12,12,0
5025059,-17,17,0
5025060,-16,16,1
5025061,0,0,0
5025062,0,0,0
5025063,0,0,0
5025064,0,0,0
5025066,0,0,0
5025067,-8,8,0
5025069,0,0,0
5025073,0,0,0
5025074,0,0,0
5025075,0,0,0
5025077,0,0,0
5025078,0,0,0
5025080,0,0,1
5025081,0,0,0
5025082,0,0,0
5025084,0,0,1
5025086,-4,4,0
5025087,0,0,0
5025088,0,0,0
5025089,-50,50,0
5025091,0,0,0
5025092,0,0,1
5025093,-5,5,0
5025094,-1,1,0
5025095,0,0,0
5025097,0,0,1
5025098,0,0,0
5025100,0,0,0
5025101,0,0,0
5025102,0,0,0
5025103,0,0,0
5025104,0,0,0
5025106,0,0,0
5025107,0,0,0
5025109,0,0,0
5025110,0,0,0
5025112,0,0,0
5025114,0,0,0
5025115,0,0,0
5025117,0,0,0
5025118,-51,51,0
5025119,0,0,1
5025120,0,0,0
5025121,0,0,0
5025123,0,0,0
5025124,0,0,1
5025125,-8,8,0
5025126,0,0,0
5025127,0,0,0
5025128,-43,43,0
5025130,0,0,0
5025131,0,0,0
5025132,0,0,0
5025133,0,0,0
5025135,0,0,0
5025137,0,0,0
5025138,-24,24,0
5025140,0,0,0
5025141,-17,17,0
5025142,0,0,0
5025143,0,0,0
5025144,0,0,1
5025145,0,0,0
5025146,0,0,1
5025148,0,0,0
5025149,0,0,1
5025150,-2,2,0
5025151,0,0,1
5025153,0,0,0
5025154,0,0,0
5025155,-3,3,0
5025156,0,0,0
5025157,-50,50,0
5025158,0,0,0
5025160,0,0,0
5025161,0,0,0
5025163,0,0,1
5025164,0,0,1
5025167,0,0,0
5025168,0,0,0
5025170,-32,32,0
5025171,-3,3,0
5025172,0,0,1
5025173,-3,3,0
5025175,0,0,0
5025177,0,0,1
5025179,0,0,0
5025180,-15,15,0
5025181,0,0,0
5025182,-30,30,0
5025184,0,0,0
5025185,0,0,1
5025188,-25,25,0
5025189,-10,10,0
5025190,0,0,0
5025192,0,0,0
5025193,0,0,0
5025194,0,0,0
5025195,0,0,0
5025196,0,0,0
5025199,0,0,0
5025200,0,0,1
5025201,0,0,0
5025203,0,0,0
5025204,0,0,0
5025207,0,0,1
5025209,0,0,0
5025210,-15,15,1
5025212,-13,13,0
5025213,0,0,0
5025215,0,0,1
5025216,-17,17,1
5025217,0,0,0
5025219,0,0,0
5025220,-18,18,1
5025222,0,0,0
5025223,0,0,0
5025224,0,0,0
5025225,0,0,0
5025227,0,0,0
5025228,-48,48,0
5025229,-3,3,0
5025230,0,0,0
5025231,-25,25,1
5025232,0,0,0
5025233,0,0,1
5025234,0,0,1
5025237,0,0,1
5025238,0,0,0
5025239,0,0,0
5025240,-29,29,1
5025242,0,0,0
5025243,-12,12,0
5025245,0,0,0
5025246,-23,23,0
5025247,0,0,0
5025248,0,0,0
5025251,-6,6,0
5025252,-11,11,0
5025253,0,0,1
5025254,0,0,1
5025255,-14,14,1
5025257,0,0,0
5025258,0,0,0
5025260,0,0,1
5025658,-23,23,1
5025659,-23,23,1
5025660,-14,14,1
5025661,-14,14,1
5025662,0,0,1
5025663,-36,36,1
5025664,-35,35,1
5025665,-26,26,1
5025666,-27,27,1
5025671,-27,27,1
5025672,-27,27,1
5025673,-21,21,1
5025674,-13,13,1
5025681,-17,17,0
5025682,0,0,0
5025683,0,0,0
5025711,-53,53,0
5025712,-4,4,0
5025719,-36,36,0
5025720,-36,36,0
5025722,0,0,0
5025737,-14,14,1
5025738,-14,14,1
5025739,-17,17,1
5025740,0,0,1
5025741,0,0,1
5025748,-31,31,0
5025749,-30,30,0
5025755,-8,8,0
5025758,-11,11,1
5025759,-33,33,1
5025760,0,0,1
5025761,-11,11,1
5025762,-50,50,1
5025780,-37,37,0
5025781,-52,52,0
5025783,-54,54,0
5025784,-51,51,0
5025785,-26,26,0
5025786,-20,20,0
5025787,-16,16,0
5025788,-12,12,0
5025791,-41,41,0
5025792,-21,21,0
5025793,0,0,0
5025812,-15,15,0
5025813,-12,12,0
5025814,-15,15,0
5025818,-9,9,0
5025819,-33,33,0
5025820,-53,53,0
5025821,0,0,0
5025824,-51,51,0
5025825,-44,44,0
5025826,-13,13,0
5025827,-10,10,0
5025828,-9,9,0
5025829,-4,4,0
5025830,-1,1,0
5025831,0,0,0
5025832,0,0,0
5025833,0,0,0
5025843,-32,32,0
5025846,-35,35,0
5025847,-38,38,0
5025848,-47,47,0
5025850,-43,43,0
5025866,-46,46,0
5025867,-20,20,0
5025868,-39,39,0
5025870,-39,39,0
5025871,0,0,0
5025875,-57,57,0
5025876,-46,46,0
5025877,-46,46,0
5025878,-26,26,0
5025879,0,0,0
5025880,0,0,0
5025886,-36,36,0
5025887,-13,13,0
5025888,-55,55,0
5025889,-39,39,0
5025890,-34,34,0
5025891,0,0,0
5025920,-14,14,0
5025921,-14,14,0
5025926,-33,33,0
5025927,-33,33,1
5025928,-6,6,1
5025929,0,0,1
5025931,-11,11,0
5025932,-34,34,0
5025933,-41,41,0
5025934,-26,26,0
5025935,-28,28,0
5025936,-34,34,0
5025937,-50,50,0
5025938,-54,54,0
5025942,-48,48,0
5025944,-49,49,0
5025948,-34,34,0
5025949,-22,22,0
5025950,-40,40,0
5025951,-28,28,0
5025952,-32,32,0
5025953,-24,24,0
5025954,-26,26,0
5025955,-1,1,0
5025958,-44,44,0
5025959,-41,41,0
5025960,-33,33,0
5025961,-25,25,0
5025962,-11,11,0
5025963,0,0,0
5025969,-51,51,1
5025970,-44,44,1
5025971,-33,33,1
5025972,-22,22,1
5025973,-8,8,1
5025974,0,0,1
5025977,-16,16,0
5025978,-16,16,0
5025981,0,0,0
5025995,-22,22,0
5025996,-45,45,0
5025999,-22,22,0
5026007,-25,25,0
5026012,-47,47,0
5026013,-13,13,0
5026014,-7,7,0
5026015,-31,31,0
5026018,-28,28,0
5026019,-19,19,0
5026020,-15,15,0
5026021,-14,14,0
5026023,-19,19,0
5026032,-14,14,0
5026033,-14,14,0
5026034,-14,14,0
5026035,-3,3,0
5026036,-22,22,0
5026037,-23,23,0
5026038,-2,2,0
5026053,-30,30,1
5026054,0,0,1
5026055,0,0,1
5026086,0,0,0
5026087,-4,4,0
5026088,-14,14,0
5026089,-25,25,0
5026090,-25,25,0
5026091,-36,36,0
5026093,-19,19,0
5026094,-11,11,0
5026095,0,0,0
5026096,0,0,0
5026097,0,0,0
5026101,-34,34,0
5026113,0,0,1
5026118,0,0,0
5026119,0,0,0
5026120,0,0,0
5026121,0,0,0
5026122,0,0,0
5026123,0,0,0
5026124,0,0,0
5026125,0,0,0
5026126,-12,12,0
5026127,-13,13,0
5026128,-8,8,0
5026129,0,0,0
5026132,-15,15,0
5026133,-27,27,0
5026134,-14,14,0
5026137,-18,18,0
5026143,-43,43,0
5026144,0,0,0
5026145,0,0,1
5026146,0,0,0
5026147,0,0,0
5026148,-32,32,0
5026149,-4,4,0
5026150,-26,26,0
5026151,0,0,0
5026152,-34,34,0
5026153,-32,32,0
5026154,0,0,0
5026155,-2,2,0
5026156,-12,12,0
5026158,-41,41,0
5026159,-36,36,0
5026160,-28,28,0
5026161,0,0,0
5026162,0,0,0
5026163,-30,30,1
5026164,-30,30,1
5026165,-15,15,1
5026166,-18,18,1
5026167,-35,35,1
5026168,-59,59,1
5026169,-35,35,1
5026170,-24,24,1
5026171,-10,10,1
5026172,-3,3,1
5026173,0,0,1
5026175,-31,31,1
5026176,-44,44,1
5026177,-18,18,1
5026178,-18,18,1
5026179,-3,3,1
5026180,-50,50,1
5026181,0,0,1
5026188,-31,31,0
5026189,-31,31,0
5026190,0,0,0
5026191,0,0,0
5026193,-16,16,0
5026194,-26,26,0
5026195,-26,26,0
5026199,-41,41,0
5026200,-41,41,0
5026201,0,0,0
5026207,-20,20,0
5026208,-20,20,0
5026209,-3,3,0
5026213,-26,26,1
5026214,-26,26,1
5026215,-8,8,1
5026216,-8,8,1
5026217,-46,46,1
5026219,-8,8,1
5026220,0,0,1
5026224,-12,12,0
5026225,0,0,0
5026226,0,0,0
5026231,-42,42,1
5026232,-35,35,1
5026233,-48,48,1
5026234,-18,18,1
5026235,-1,1,1
5026236,-25,25,1
5026237,-19,19,1
5026238,0,0,1
5026243,-42,42,0
5026244,-42,42,0
5026245,-25,25,0
5026246,-14,14,0
5026247,-41,41,0
5026248,-51,51,0
5026249,-14,14,0
5026251,-46,46,0
5026252,-27,27,0
5026253,-3,3,0
5026273,-55,55,1
5026274,-13,13,1
5026275,-5,5,1
5026276,0,0,1
5026297,-17,17,0
5026309,-37,37,0
5026314,0,0,0
5026335,-37,37,0
5026364,-15,15,0
5026365,-25,25,0
5026366,-30,30,0
5026367,-52,52,0
5026368,-35,35,0
5026369,0,0,0
5026370,0,0,0
5026371,-51,51,0
5026373,-23,23,0
5026374,-30,30,0
5026376,-8,8,0
5026377,-4,4,0
5026378,-32,32,0
5026379,0,0,0
5026382,-32,32,0
5026383,-30,30,0
5026384,0,0,0
5026389,-35,35,0
5026390,-35,35,0
5026393,-23,23,0
5026394,0,0,0
5026406,-21,21,0
5026408,-8,8,0
5026418,-11,11,0
5026419,-10,10,0
5026420,-27,27,0
5026421,-43,43,0
5026425,-54,54,0
5026426,-43,43,0
5026427,-35,35,0
5026428,-28,28,0
5026429,-27,27,0
5026430,-17,17,0
5026431,-8,8,0
5026432,0,0,0
5026452,-11,11,1
5026453,0,0,1
5026454,0,0,1
5026455,-7,7,0
5026457,-22,22,0
5026463,-30,30,0
5026464,-35,35,0
5026465,-33,33,0
5026466,-38,38,0
5026467,-18,18,0
5026468,-6,6,0
5026469,0,0,1
5026470,-3,3,0
5026471,0,0,0
5026472,0,0,1
5026473,0,0,0
5026474,-21,21,0
5026475,-21,21,0
5026477,-44,44,0
5026478,-20,20,0
5026488,-2,2,0
5026489,-1,1,0
5026490,-18,18,0
5026491,-37,37,0
5026492,-46,46,0
5026493,-2,2,0
5026494,-2,2,0
5026496,-40,40,0
5026497,0,0,0
5026498,-53,53,0
5026500,-3,3,0
5026501,-2,2,0
5026502,-3,3,0
5026507,-8,8,1
5026508,-34,34,1
5026510,-22,22,1
5026511,-20,20,1
5026512,-19,19,1
5026513,-13,13,1
5026514,-10,10,1
5026515,-3,3,1
5026516,0,0,1
5026524,-8,8,0
5026525,-13,13,0
5026526,-1,1,0
5026527,-10,10,0
5026528,-14,14,0
5026529,-23,23,0
5026533,-32,32,0
5026534,-38,38,0
5026535,-22,22,0
5026536,-38,38,0
5026537,-26,26,0
5026538,-23,23,0
5026539,-11,11,0
5026540,0,0,0
5026542,-40,40,0
5026543,-28,28,0
5026544,-6,6,0
5026545,-22,22,0
5026546,-7,7,0
5026547,0,0,0
5026548,0,0,0
5026550,-22,22,0
5026551,-22,22,0
5026552,-12,12,0
5026553,-4,4,0
5026555,0,0,0
5026556,-31,31,0
5026557,-8,8,0
5026558,-9,9,0
5026559,-7,7,0
5026560,0,0,0
5026574,-6,6,0
5026575,-5,5,0
5026576,-28,28,0
5026577,-14,14,0
5026578,-19,19,0
5026579,-6,6,0
5026580,0,0,0
5026581,-6,6,0
5026582,-53,53,0
5026583,0,0,0
5026584,-3,3,0
5026586,-5,5,0
5026587,-42,42,0
5026588,0,0,0
5026609,-25,25,0
5026610,-39,39,0
5026611,-33,33,0
5026612,-31,31,0
5026613,-17,17,0
5026614,0,0,0
5026616,-14,14,0
5026617,-3,3,0
5026618,-4,4,0
5026619,-55,55,0
5026620,-29,29,1
5026621,-29,29,1
5026622,0,0,1
5026625,-8,8,0
5026626,-8,8,0
5026628,-24,24,0
5026629,-8,8,0
5026630,-24,24,0
5026631,-1,1,0
5026632,0,0,0
5026633,-42,42,0
5026634,-43,43,0
5026638,-29,29,0
5026642,-42,42,0
5026643,-23,23,0
5026644,-20,20,0
5026645,-18,18,0
5026647,-34,34,0
5026653,-12,12,0
5026654,-1,1,0
5026688,-9,9,0
5026689,0,0,0
5026690,-6,6,0
5026691,0,0,0
5026692,-17,17,0
5026693,-17,17,0
5026694,-16,16,0
5026695,-7,7,0
5026696,0,0,0
5026706,0,0,0
5026707,-6,6,0
5026708,0,0,0
5026711,-36,36,0
5026712,-36,36,0
5026713,-35,35,0
5026714,-13,13,0
5026715,0,0,0
5026720,0,0,0
5026722,-2,2,0
5026723,0,0,0
5026728,-2,2,0
5026732,0,0,0
5026739,0,0,0
5026740,-19,19,0
5026741,-30,30,0
5026742,-30,30,0
5026743,-12,12,0
5026744,0,0,0
5026745,0,0,0
5028237,0,0,0
5028238,-23,23,0
5028239,-36,36,0
5028240,-1,1,0
5028241,0,0,0
5028242,-15,15,0
5028243,-31,31,0
5028245,0,0,0
5028248,0,0,0
5028249,-3,3,0
5028250,-6,6,0
5028251,-28,28,0
5028252,0,0,0
5028253,0,0,0
5028254,0,0,0
5028255,0,0,0
5028256,0,0,0
5028257,0,0,0
5028259,0,0,0
5028260,0,0,0
5028261,0,0,0
5028263,0,0,1
5028265,0,0,0
5028266,0,0,0
5028267,0,0,0
5028268,0,0,0
5028269,0,0,0
5028270,-1,1,0
5028271,0,0,0
5028272,0,0,0
5028274,0,0,0
5028275,0,0,0
5028276,0,0,0
5028277,0,0,0
5028280,0,0,0
5028281,0,0,0
5028282,-2,2,0
5028283,0,0,0
5028285,0,0,0
5028286,0,0,0
5028287,0,0,0
5028288,0,0,0
5028289,0,0,0
5028290,0,0,0
5028291,0,0,0
5028292,-7,7,0
5028293,0,0,0
5028294,-14,14,0
5028296,0,0,0
5028300,-27,27,0
5028301,-22,22,0
5028302,0,0,0
5028303,0,0,0
5028304,0,0,0
5028305,0,0,0
5028307,0,0,0
5028308,-12,12,0
5028309,-11,11,0
5028310,-11,11,0
5028311,-8,8,0
5028312,-10,10,1
5028313,-1,1,0
5028314,0,0,0
5028315,0,0,0
5028316,0,0,0
5028318,0,0,0
5028321,-22,22,0
5028322,-23,23,0
5028323,0,0,0
5028324,0,0,0
5028325,0,0,0
5028326,-43,43,1
5028327,0,0,0
5028329,0,0,0
5028330,0,0,0
5028331,0,0,0
5028333,0,0,0
5028334,0,0,0
5028335,-15,15,1
5028337,0,0,0
5028338,0,0,0
5028341,0,0,0
5028342,0,0,0
5028343,0,0,0
5028346,0,0,0
5028348,0,0,0
5028349,0,0,0
5028350,0,0,0
5028351,-13,13,0
5028354,-23,23,0
5028355,0,0,0
5028356,0,0,1
5028357,0,0,1
5028358,0,0,0
5028359,0,0,0
5028360,-42,42,0
5028362,0,0,0
5028363,0,0,0
5028365,-7,7,0
5028366,-13,13,0
5028367,0,0,0
5028371,-23,23,0
5028373,0,0,1
5028374,0,0,0
5028375,-18,18,0
5028376,0,0,0
5028377,-18,18,0
5028378,-17,17,0
5028379,0,0,1
5028380,-2,2,0
5028381,0,0,1
5028382,0,0,0
5028383,0,0,0
5028384,0,0,0
5028385,-13,13,0
5028386,0,0,0
5028387,0,0,0
5028388,0,0,1
5028389,-8,8,0
5028391,-20,20,0
5028392,0,0,1
5028393,0,0,0
5028394,0,0,1
5028395,-5,5,0
5028401,0,0,0
5028402,0,0,0
5028403,0,0,0
5028404,-8,8,0
5028405,0,0,1
5028407,-36,36,0
5028408,0,0,0
5028409,0,0,0
5028410,0,0,0
5028411,0,0,0
5028412,0,0,0
5028413,0,0,0
5028414,0,0,0
5028415,0,0,1
5028416,0,0,0
5028417,-23,23,0
5028418,-1,1,1
5028420,-7,7,0
5028421,-11,11,0
5028422,0,0,0
5028423,-1,1,0
5028424,0,0,0
5028425,-10,10,0
5028426,0,0,0
5028427,-3,3,0
5028428,-1,1,0
5028429,-36,36,0
5028431,0,0,0
5028432,0,0,0
5028433,0,0,0
5028434,0,0,0
5028435,-14,14,0
5028436,-17,17,0
5028437,0,0,0
5028438,0,0,0
5028439,-1,1,1
5028440,0,0,0
5028441,0,0,0
5028442,-17,17,0
5028443,0,0,0
5028444,0,0,1
5028445,0,0,0
5028446,0,0,0
5028447,0,0,0
5028448,-28,28,0
5028449,0,0,0
5028450,-4,4,0
5028451,0,0,0
5028452,0,0,0
5028453,0,0,1
5028454,0,0,1
5028455,0,0,1
5028456,-35,35,1
5028457,-20,20,1
5028458,-12,12,0
5028459,0,0,1
5028460,0,0,0
5028462,0,0,0
5028463,-12,12,1
5028464,0,0,0
5028465,-3,3,0
5028466,-11,11,0
5028467,-17,17,0
5028468,-12,12,0
5028469,-8,8,0
5028470,0,0,0
5028471,0,0,0
5028475,0,0,0
5028476,0,0,1
5028477,-20,20,0
5028478,0,0,0
5028479,-13,13,0
5028480,0,0,0
5028483,0,0,1
5028484,0,0,1
5028486,0,0,1
5028487,-2,2,1
5028488,0,0,1
5028489,0,0,1
5028494,0,0,0
5028495,0,0,0
5028496,0,0,0
5028497,0,0,0
5028498,0,0,0
5028499,0,0,0
5028500,-14,14,0
5028501,0,0,1
5028502,-30,30,0
5028503,0,0,0
5028504,0,0,0
5028505,0,0,0
5028506,0,0,0
5028507,0,0,0
5028510,-24,24,0
5028514,0,0,0
5028515,0,0,0
5028516,0,0,1
5028517,-9,9,0
5028518,-12,12,1
5028519,0,0,0
5028520,0,0,1
5028521,0,0,0
5028522,-2,2,1
5028524,-28,28,1
5028525,-7,7,0
5028526,0,0,1
5028527,0,0,0
5028529,-23,23,1
5028530,0,0,0
5028531,0,0,1
5028532,0,0,0
5028533,0,0,1
5028534,0,0,0
5028536,-4,4,0
5028537,-25,25,0
5028541,-2,2,0
5028542,0,0,1
5028543,0,0,0
5028544,-31,31,0
5028545,-12,12,0
5028546,-15,15,0
5028547,0,0,0
5028548,0,0,0
5028549,0,0,0
5028550,0,0,0
5028551,-11,11,0
5028552,0,0,0
5028553,0,0,0
5028554,-17,17,0
5028555,-23,23,0
5028556,0,0,0
5028557,0,0,1
5028558,0,0,0
5028559,0,0,0
5028560,-8,8,0
5028561,0,0,1
5028562,0,0,0
5028563,0,0,0
5028564,0,0,0
5028565,0,0,0
5028567,0,0,1
5028568,0,0,1
5028569,0,0,1
5028572,0,0,0
5028573,0,0,0
5028574,0,0,0
5028575,0,0,0
5028576,0,0,0
5028577,0,0,1
5028578,0,0,0
5028580,0,0,0
5028581,-37,37,0
5028582,0,0,0
5028590,0,0,0
5028591,0,0,0
5028592,-49,49,0
5028594,0,0,0
5028595,0,0,0
5028598,-12,12,0
5028599,0,0,0
5028600,0,0,0
5028601,0,0,0
5028602,0,0,0
5028604,-31,31,0
5028605,-3,3,0
5028606,0,0,0
5028607,0,0,0
5028608,-19,19,0
5028610,0,0,0
5028611,0,0,0
5028612,0,0,0
5028614,-10,10,0
5028615,0,0,0
5028616,0,0,0
5028617,0,0,0
5028621,0,0,1
5028622,0,0,0
5028623,-9,9,0
5028624,0,0,0
5028625,0,0,0
5028626,0,0,0
5028627,0,0,1
5028628,0,0,0
5028629,0,0,0
5028630,-1,1,0
5028631,0,0,0
5028632,-8,8,0
5028634,-14,14,0
5028635,-43,43,0
5028636,-13,13,0
5028637,0,0,0
5028638,0,0,0
5028639,0,0,0
5028640,0,0,0
5028641,0,0,0
5028642,-26,26,0
5028643,0,0,0
5028644,0,0,0
5028645,0,0,0
5028646,0,0,0
5028650,-47,47,1
5028652,0,0,0
5028654,0,0,1
5028655,-43,43,0
5028658,-55,55,1
5028659,-3,3,1
5028660,-16,16,1
5028661,-23,23,1
5028662,-26,26,1
5028669,0,0,0
5028673,0,0,0
5028674,0,0,1
5028675,0,0,1
5028676,-1,1,1
5028682,0,0,0
5028683,-13,13,0
5028684,0,0,0
5028685,0,0,0
5028686,0,0,0
5028687,0,0,0
5028688,0,0,0
5028689,0,0,0
5028691,0,0,0
5028692,0,0,0
5028693,-29,29,0
5028694,-10,10,0
5028695,0,0,0
5028696,0,0,0
5028697,0,0,0
5028698,0,0,0
5028699,0,0,0
5028700,0,0,0
5028701,0,0,0
5028702,0,0,0
5028703,0,0,0
5028704,-14,14,0
5028705,-44,44,1
5028706,0,0,0
5028707,0,0,0
5028709,-16,16,0
5028710,0,0,0
5028712,-30,30,0
5028713,-7,7,0
5028714,0,0,0
5028715,-9,9,0
5028716,0,0,0
5028717,-12,12,0
5028720,0,0,0
5028722,0,0,0
5028723,-6,6,1
5028724,0,0,0
5028725,0,0,0
5028726,-13,13,0
5028727,0,0,0
5028728,0,0,0
5028729,0,0,0
5028730,0,0,0
5028731,0,0,0
5028732,0,0,0
5028733,-9,9,0
5028735,0,0,1
5028736,0,0,0
5028737,0,0,0
5028738,0,0,0
5028739,0,0,0
5028740,0,0,0
5028741,0,0,0
5028742,0,0,0
5028743,0,0,0
5028744,0,0,0
5028745,0,0,0
5028746,0,0,0
5028747,-45,45,0
5028748,0,0,0
5028749,-3,3,0
5028750,-6,6,0
5028751,0,0,0
5028755,-4,4,0
5028756,-9,9,0
5028757,-30,30,0
5028759,0,0,0
5028761,0,0,0
5028762,0,0,0
5028764,0,0,0
5028767,0,0,1
5028768,0,0,0
5028769,0,0,0
5028770,0,0,0
5028771,0,0,0
5028772,0,0,0
5028773,0,0,0
5028775,0,0,0
5028776,0,0,0
5028777,0,0,0
5028778,0,0,0
5028779,0,0,0
5028780,-23,23,0
5028781,-47,47,0
5028782,-29,29,0
5028783,-23,23,0
5028784,0,0,0
5028785,0,0,0
5028786,-47,47,0
5028787,0,0,0
5028788,-1,1,0
5028789,0,0,0
5028790,0,0,0
5028791,0,0,1
5028792,0,0,1
5028793,0,0,0
5028794,0,0,1
5028795,0,0,1
5028796,-18,18,1
5028797,-9,9,1
5028798,0,0,1
5028799,0,0,1
5028800,0,0,1
5028801,0,0,0
5028802,0,0,0
5028803,0,0,0
5028804,0,0,0
5028805,0,0,0
5028806,-20,20,0
5028807,-22,22,1
5028808,0,0,0
5028809,0,0,1
5028810,0,0,0
5028811,-1,1,0
5028812,0,0,0
5028813,0,0,0
5028814,0,0,0
5028815,0,0,0
5028816,-7,7,0
5028817,-48,48,0
5028818,-11,11,0
5028819,0,0,0
5028820,-26,26,0
5028821,0,0,0
5028823,0,0,0
5028824,0,0,0
5028825,0,0,0
5028827,-32,32,0
5028828,-19,19,0
5028830,-44,44,0
5028831,-31,31,0
5028832,0,0,0
5028833,0,0,0
5028834,0,0,0
5028835,-44,44,1
5028836,0,0,0
5028837,-44,44,1
5028838,-23,23,0
5028842,0,0,0
5028844,0,0,0
5028846,0,0,0
5028847,0,0,0
5028848,-18,18,0
5028849,0,0,0
5028850,0,0,1
5028851,0,0,0
5028852,-5,5,0
5028853,0,0,0
5028854,0,0,0
5028855,-14,14,0
5028858,-12,12,0
5028861,0,0,0
5028862,-14,14,0
5028863,0,0,0
5028864,0,0,0
5028865,0,0,0
5028866,0,0,0
5028867,-3,3,0
5028868,0,0,0
5028869,0,0,0
5028872,0,0,0
5028873,0,0,1
5028874,0,0,1
5028875,-14,14,0
5028876,-11,11,0
5028877,0,0,1
5028878,-21,21,0
5028879,0,0,0
5028880,0,0,0
5028881,-6,6,0
5028882,-12,12,0
5028883,0,0,0
5028884,0,0,0
5028885,-29,29,1
5028886,0,0,0
5028887,-28,28,0
5028888,0,0,0
5028889,-7,7,0
5028890,-20,20,0
5028891,0,0,0
5028892,0,0,1
5028893,0,0,0
5028894,0,0,0
5028895,0,0,0
5028896,0,0,0
5028898,-3,3,0
5028899,-15,15,1
5028900,0,0,0
5028901,0,0,0
5028902,0,0,0
5028903,0,0,0
5028904,0,0,1
5028905,0,0,0
5028906,0,0,1
5028907,0,0,1
5028908,0,0,0
5028909,-37,37,1
5028911,0,0,0
5028912,-1,1,1
5028916,-49,49,1
5028917,-32,32,0
5028918,0,0,0
5028919,-10,10,0
5028920,0,0,0
5028921,0,0,1
5028922,0,0,0
5028923,0,0,0
5028924,0,0,0
5028925,0,0,1
5028926,0,0,1
5028927,0,0,0
5028928,-18,18,0
5028929,0,0,0
5028930,0,0,1
5028931,-47,47,1
5028932,0,0,0
5028933,0,0,0
5028934,-7,7,0
5028940,0,0,0
5028941,0,0,0
5028942,-9,9,0
5028944,0,0,0
5028945,0,0,0
5028946,0,0,0
5028947,0,0,0
5028948,0,0,0
5028949,0,0,0
5028950,0,0,0
5028951,0,0,0
5028952,0,0,0
5028953,-18,18,0
5028954,0,0,0
5028955,0,0,0
5028956,-11,11,0
5028957,0,0,0
5028963,0,0,1
5028964,0,0,0
5028965,0,0,0
5028966,-22,22,0
5028967,0,0,1
5028968,0,0,0
5028969,0,0,0
5028971,0,0,0
5028972,-33,33,0
5028973,0,0,0
5028974,0,0,0
5028975,-29,29,0
5028976,-17,17,1
5028977,0,0,0
5028978,0,0,0
5028979,0,0,0
5028980,0,0,0
5028981,0,0,0
5028982,0,0,0
5028983,0,0,0
5028984,-3,3,0
5028986,0,0,0
