id,code_gender,flag_own_car,flag_own_realty,cnt_children,amt_income_total,occupation_type,age,employment_period,months_balance,months_from_today,status_y
5010649,M,N,N,1,1.125,Laborers,24.23,1.36,0,0,0
5010650,M,N,N,1,1.125,Laborers,24.23,1.36,0,0,0
5010651,M,N,N,1,1.125,Laborers,24.23,1.36,-12,12,0
5010652,M,Y,N,0,1.8,Laborers,30.29,2.94,0,0,0
5010653,M,Y,Y,2,2.7,Laborers,36.6,11.19,0,0,0
5010654,M,Y,Y,2,2.7,Laborers,36.6,11.19,-11,11,0
5010655,M,Y,Y,2,2.7,Laborers,36.6,11.19,-20,20,0
5010656,M,Y,Y,2,2.7,Laborers,36.6,11.19,-30,30,0
5010657,M,Y,Y,2,2.7,Laborers,36.6,11.19,0,0,1
5010658,M,Y,Y,2,2.7,Laborers,36.6,11.19,0,0,0
5010659,M,Y,Y,2,2.7,Laborers,36.6,11.19,-15,15,0
5010660,M,Y,Y,2,2.7,Laborers,36.6,11.19,-12,12,0
5010661,M,Y,Y,2,2.7,Laborers,36.6,11.19,-8,8,0
5010662,M,Y,Y,2,2.7,Laborers,36.6,11.19,0,0,0
5010663,M,Y,Y,2,2.7,Laborers,36.6,11.19,-14,14,0
5010664,M,Y,Y,2,2.7,Laborers,36.6,11.19,0,0,0
5010665,M,Y,Y,0,1.8,Sales staff,47.01,8.19,-5,5,0
5010666,M,Y,Y,0,1.8,Sales staff,47.01,8.19,0,0,1
5010667,M,Y,Y,0,1.8,Sales staff,47.01,8.19,0,0,0
5010668,M,Y,Y,0,1.8,Sales staff,47.01,8.19,-5,5,1
5010669,M,Y,Y,0,1.8,Sales staff,47.01,8.19,0,0,1
5010670,M,Y,Y,0,1.8,Sales staff,47.01,8.19,0,0,1
5010671,M,Y,Y,0,1.8,Sales staff,47.01,8.19,0,0,1
5010672,F,N,Y,1,1.575,No Occupation Type,42.5,23.87,0,0,0
5010673,F,N,Y,1,1.575,No Occupation Type,42.5,23.87,0,0,0
5010674,F,N,Y,1,1.575,No Occupation Type,42.5,23.87,0,0,0
5010675,F,N,Y,2,2.25,Sales staff,35.06,1.78,-7,7,0
5010676,M,Y,Y,0,1.89,Security staff,57.03,2.27,0,0,0
5010677,M,Y,Y,0,1.89,Security staff,57.03,2.27,-8,8,0
5010678,M,Y,Y,0,2.925,Managers,28.21,6.11,-21,21,0
5010679,M,Y,Y,0,2.925,Managers,28.21,6.11,0,0,1
5010680,M,Y,Y,0,2.925,Managers,28.21,6.11,-4,4,0
5010681,M,Y,Y,0,2.925,Managers,28.21,6.11,0,0,0
5010682,M,Y,Y,0,2.925,Managers,28.21,6.11,0,0,0
5010683,M,Y,Y,0,2.925,Managers,28.21,6.11,0,0,0
5010684,M,Y,Y,0,2.925,Managers,28.21,6.11,-4,4,0
5010685,M,Y,Y,0,2.925,Managers,28.21,6.11,0,0,1
5010686,M,Y,Y,0,2.925,Managers,28.21,6.11,-28,28,0
5010689,M,Y,Y,0,0.99,Laborers,56.6,0.86,0,0,0
5010690,M,Y,Y,0,0.99,Laborers,56.6,0.86,0,0,0
5010691,M,N,N,0,2.025,No Occupation Type,33.37,1.11,0,0,0
5010692,M,N,N,0,2.025,No Occupation Type,33.37,1.11,0,0,0
5010693,M,N,N,0,2.025,No Occupation Type,33.37,1.11,0,0,0
5010694,M,N,N,0,2.025,No Occupation Type,33.37,1.11,0,0,0
5010696,F,Y,Y,2,2.925,Sales staff,38.24,8.28,-35,35,0
5010697,F,Y,Y,2,2.925,Sales staff,38.24,8.28,0,0,1
5010699,F,Y,Y,2,2.925,Sales staff,38.24,8.28,0,0,1
5010700,F,Y,Y,2,2.925,Sales staff,38.24,8.28,0,0,0
5010701,F,Y,Y,2,2.925,Sales staff,38.24,8.28,0,0,1
5010702,F,Y,Y,2,2.925,Sales staff,38.24,8.28,0,0,1
5010703,F,Y,Y,2,2.925,Sales staff,38.24,8.28,-8,8,0
5010706,M,Y,N,0,2.025,Drivers,43.46,13.87,-5,5,0
5010707,M,Y,N,0,2.025,Drivers,43.46,13.87,0,0,1
5010708,M,Y,N,0,2.025,Drivers,43.46,13.87,-11,11,1
5010709,M,N,Y,2,1.8,Laborers,37.88,16.45,0,0,0
5010710,M,N,Y,2,1.8,Laborers,37.88,16.45,0,0,0
5010711,M,N,Y,2,1.8,Laborers,37.88,16.45,-46,46,1
5010713,M,N,Y,2,1.8,Laborers,37.88,16.45,0,0,1
5010715,F,N,Y,0,1.35,High skill tech staff,58.62,2.78,-14,14,0
5010716,F,N,Y,0,1.35,High skill tech staff,58.62,2.78,-9,9,0
5010717,F,N,Y,0,1.35,High skill tech staff,58.62,2.78,0,0,0
5010722,F,N,Y,0,1.35,High skill tech staff,58.62,2.78,-16,16,0
5010724,F,N,Y,0,1.35,High skill tech staff,58.62,2.78,0,0,1
5010725,F,N,Y,0,1.35,High skill tech staff,58.62,2.78,-33,33,0
5010726,F,N,Y,0,1.35,High skill tech staff,58.62,2.78,0,0,0
5010727,F,N,Y,0,1.35,High skill tech staff,58.62,2.78,0,0,1
5010728,F,N,Y,0,1.35,High skill tech staff,58.62,2.78,0,0,1
5010729,F,N,Y,0,1.35,High skill tech staff,58.62,2.78,0,0,0
5010730,F,N,Y,0,1.35,High skill tech staff,58.62,2.78,0,0,0
5010731,F,N,Y,0,1.35,High skill tech staff,58.62,2.78,-9,9,0
5010734,F,N,Y,0,1.575,Waiters/barmen staff,32.47,13.87,-42,42,0
5010735,F,N,Y,0,1.575,Waiters/barmen staff,32.47,13.87,0,0,1
5010737,F,N,Y,0,1.575,Waiters/barmen staff,32.47,13.87,-40,40,0
5010739,F,N,Y,0,1.575,Waiters/barmen staff,32.47,13.87,-1,1,0
5010740,F,N,Y,0,1.575,Waiters/barmen staff,32.47,13.87,-23,23,0
5010741,F,N,Y,0,1.575,Waiters/barmen staff,32.47,13.87,0,0,0
5010742,F,N,Y,0,1.575,Waiters/barmen staff,32.47,13.87,-40,40,0
5010743,M,Y,Y,0,1.575,Core staff,60.31,28.04,-2,2,0
5010745,M,Y,Y,0,1.575,Core staff,60.31,28.04,0,0,0
5010746,M,Y,Y,0,1.575,Core staff,60.31,28.04,-11,11,0
5010747,M,Y,Y,0,1.575,Core staff,60.31,28.04,-8,8,1
5010750,F,Y,Y,0,0.675,No Occupation Type,58.49,-1000.67,0,0,0
5010751,F,Y,Y,0,0.675,No Occupation Type,58.49,-1000.67,0,0,0
5010752,F,Y,Y,0,0.675,No Occupation Type,58.49,-1000.67,-7,7,0
5010754,F,Y,Y,0,0.675,No Occupation Type,58.49,-1000.67,-37,37,0
5010755,F,Y,Y,0,0.675,No Occupation Type,58.49,-1000.67,0,0,0
5010758,F,N,Y,0,1.62,No Occupation Type,61.07,-1000.67,-14,14,0
5010759,F,N,Y,0,1.62,No Occupation Type,61.07,-1000.67,0,0,0
5010760,F,Y,Y,1,1.125,Cooking staff,38.07,0.94,-16,16,0
5010761,F,Y,Y,1,1.125,Cooking staff,38.07,0.94,-7,7,0
5010762,F,Y,Y,1,1.125,Cooking staff,38.07,0.94,0,0,0
5010763,F,Y,Y,1,1.125,Cooking staff,38.07,0.94,-26,26,0
5010764,M,N,Y,0,1.35,Laborers,30.24,11.78,0,0,0
5010765,M,N,Y,0,1.35,Laborers,30.24,11.78,-9,9,1
5010766,M,N,Y,0,1.35,Laborers,30.24,11.78,0,0,1
5010767,M,N,Y,0,1.35,Laborers,30.24,11.78,-6,6,1
5010768,M,N,Y,0,1.35,Laborers,30.24,11.78,0,0,0
5010769,M,N,Y,0,1.35,Laborers,30.24,11.78,-22,22,1
5010770,M,N,Y,0,1.35,Laborers,30.24,11.78,-24,24,0
5010771,M,N,Y,0,1.35,Laborers,30.24,11.78,-46,46,1
5010772,F,N,N,0,3.6,No Occupation Type,42.56,9.28,0,0,0
5010773,F,N,Y,0,1.35,Sales staff,38.79,12.7,0,0,0
5010774,F,N,Y,0,1.35,Sales staff,38.79,12.7,0,0,0
5010775,F,N,Y,0,1.35,Sales staff,38.79,12.7,-1,1,0
5010779,F,Y,Y,1,1.575,Core staff,39.65,6.19,0,0,1
5010781,F,Y,Y,1,1.575,Core staff,39.65,6.19,0,0,0
5010782,F,Y,Y,1,1.575,Core staff,39.65,6.19,0,0,1
5010783,F,N,Y,0,1.6515,No Occupation Type,64.03,-1000.67,0,0,0
5010785,M,N,N,0,3.375,Managers,46.59,12.53,-5,5,0
5010786,M,N,N,0,3.375,Managers,46.59,12.53,0,0,0
5010787,M,N,N,0,3.375,Managers,46.59,12.53,0,0,0
5010789,F,N,Y,1,0.99,Laborers,30.24,7.7,0,0,0
5010790,F,N,Y,1,0.99,Laborers,30.24,7.7,0,0,0
5010791,F,N,Y,1,0.99,Laborers,30.24,7.7,-12,12,1
5010792,F,N,Y,1,0.99,Laborers,30.24,7.7,-12,12,1
5010793,F,N,Y,1,0.99,Laborers,30.24,7.7,0,0,1
5010794,F,N,Y,1,0.99,Laborers,30.24,7.7,-3,3,0
5010795,F,N,N,0,0.45,Medicine staff,38.19,14.61,0,0,0
5010796,F,N,N,0,0.45,Medicine staff,38.19,14.61,0,0,0
5010797,F,N,Y,0,2.7,Security staff,42.33,2.11,0,0,0
5010798,F,N,Y,0,2.7,Security staff,42.33,2.11,-1,1,0
5010799,F,N,Y,0,2.7,Security staff,42.33,2.11,0,0,0
5010800,F,N,Y,0,2.7,Security staff,42.33,2.11,0,0,0
5010801,F,N,Y,0,2.7,Security staff,42.33,2.11,0,0,0
5010802,F,N,Y,0,2.7,Security staff,42.33,2.11,0,0,0
5010803,F,N,Y,0,2.7,Security staff,42.33,2.11,0,0,0
5010804,F,N,Y,1,1.35,Accountants,37.9,1.69,-8,8,1
5010805,F,N,Y,1,1.35,Accountants,37.9,1.69,0,0,0
5010806,F,N,Y,1,1.35,Accountants,37.9,1.69,0,0,1
5010807,F,N,Y,1,1.35,Accountants,37.9,1.69,0,0,1
5010808,F,N,Y,1,1.35,Accountants,37.9,1.69,0,0,1
5010809,F,N,Y,1,1.35,Accountants,37.9,1.69,0,0,1
5010810,F,N,Y,1,1.35,Accountants,37.9,1.69,0,0,1
5010811,F,N,Y,1,1.35,Accountants,37.9,1.69,0,0,1
5010812,F,N,Y,1,1.35,Accountants,37.9,1.69,-8,8,1
5010813,F,N,Y,2,0.675,Sales staff,41.48,8.7,-6,6,1
5010814,F,N,Y,2,0.675,Sales staff,41.48,8.7,-6,6,0
5010815,F,N,Y,2,0.675,Sales staff,41.48,8.7,0,0,1
5010817,F,N,Y,2,0.675,Sales staff,41.48,8.7,0,0,0
5010818,F,N,Y,2,0.675,Sales staff,41.48,8.7,-32,32,0
5010819,F,Y,Y,0,2.7,High skill tech staff,35.88,4.53,0,0,0
5010820,F,Y,Y,0,2.7,High skill tech staff,35.88,4.53,-13,13,0
5010821,F,Y,Y,0,2.7,High skill tech staff,35.88,4.53,0,0,1
5010822,F,Y,Y,0,2.7,High skill tech staff,35.88,4.53,0,0,0
5010823,F,Y,Y,0,2.7,High skill tech staff,35.88,4.53,-12,12,0
5010824,F,Y,Y,0,2.7,High skill tech staff,35.88,4.53,0,0,0
5010825,F,Y,Y,0,2.7,High skill tech staff,35.88,4.53,-2,2,1
5010826,F,Y,Y,0,2.7,High skill tech staff,35.88,4.53,-3,3,0
5010827,F,Y,Y,0,2.7,High skill tech staff,35.88,4.53,0,0,1
5010828,F,Y,Y,0,2.7,High skill tech staff,35.88,4.53,-2,2,0
5010829,F,Y,Y,0,2.7,High skill tech staff,35.88,4.53,0,0,1
5010830,F,Y,Y,0,2.7,High skill tech staff,35.88,4.53,0,0,0
5010831,F,Y,Y,0,2.7,High skill tech staff,35.88,4.53,-4,4,0
5010832,F,Y,Y,0,2.7,High skill tech staff,35.88,4.53,-6,6,0
5010835,M,Y,Y,2,1.395,Drivers,47.35,15.28,-4,4,0
5010836,F,N,Y,0,0.9,Laborers,51.11,7.28,0,0,0
5010837,F,N,Y,0,0.9,Laborers,51.11,7.28,0,0,0
5010838,F,N,Y,0,1.8,No Occupation Type,59.31,-1000.67,0,0,0
5010839,F,N,Y,0,1.8,No Occupation Type,59.31,-1000.67,0,0,0
5010840,F,N,Y,1,1.8,Cleaning staff,30.27,2.52,0,0,0
5010841,F,Y,Y,0,1.125,No Occupation Type,61.36,-1000.67,0,0,0
5010842,F,Y,Y,0,1.125,No Occupation Type,61.36,-1000.67,-1,1,0
5010843,F,Y,Y,0,1.575,Sales staff,32.39,2.02,0,0,1
5010844,F,Y,Y,0,1.575,Sales staff,32.39,2.02,0,0,0
5010847,F,Y,Y,0,1.575,Sales staff,32.39,2.02,0,0,0
5010848,F,N,Y,0,0.54,No Occupation Type,61.03,-1000.67,0,0,1
5010849,F,N,Y,0,0.54,No Occupation Type,61.03,-1000.67,-20,20,1
5010850,F,N,Y,1,0.9,No Occupation Type,48.94,19.37,0,0,0
5010854,F,N,Y,1,0.9,No Occupation Type,48.94,19.37,0,0,0
5010855,F,N,Y,1,0.9,No Occupation Type,48.94,19.37,0,0,0
5010856,F,N,Y,0,1.575,Security staff,45.38,2.86,0,0,0
5010857,F,N,Y,0,1.575,Security staff,45.38,2.86,0,0,0
5010858,F,N,Y,0,1.575,Security staff,45.38,2.86,0,0,0
5010859,F,N,Y,0,1.575,Security staff,45.38,2.86,0,0,1
5010860,F,N,Y,0,1.575,Security staff,45.38,2.86,0,0,0
5010861,F,Y,Y,1,1.125,Sales staff,38.48,2.86,-24,24,1
5010862,M,Y,Y,1,4.5,Core staff,49.79,1.86,0,0,0
5010863,M,Y,Y,1,4.5,Core staff,49.79,1.86,0,0,0
5010864,M,Y,Y,1,4.5,Core staff,49.79,1.86,0,0,0
5010865,M,Y,Y,1,4.5,Core staff,49.79,1.86,-25,25,0
5010866,M,Y,Y,1,4.5,Core staff,49.79,1.86,-52,52,0
5010868,M,Y,Y,1,4.5,Core staff,49.79,1.86,0,0,0
5010869,M,Y,Y,1,4.5,Core staff,49.79,1.86,0,0,0
5010870,M,Y,Y,1,4.5,Core staff,49.79,1.86,0,0,0
5010871,M,Y,Y,1,4.5,Core staff,49.79,1.86,-13,13,0
5010872,M,Y,Y,1,4.5,Core staff,49.79,1.86,-3,3,0
5010873,M,Y,Y,1,4.5,Core staff,49.79,1.86,-25,25,0
5010874,F,N,Y,0,0.45,No Occupation Type,56.68,-1000.67,0,0,0
5010875,F,N,Y,0,0.45,No Occupation Type,56.68,-1000.67,-20,20,0
5010876,F,N,Y,0,0.45,No Occupation Type,56.68,-1000.67,-10,10,0
5010877,F,N,Y,0,0.45,No Occupation Type,56.68,-1000.67,0,0,0
5010878,F,N,Y,0,0.45,No Occupation Type,56.68,-1000.67,0,0,0
5010879,F,N,Y,0,0.45,No Occupation Type,56.68,-1000.67,0,0,0
5010880,F,N,Y,0,0.45,No Occupation Type,56.68,-1000.67,0,0,0
5010881,F,N,Y,0,0.45,No Occupation Type,56.68,-1000.67,0,0,0
5010883,F,N,Y,1,2.7,Managers,27.15,1.86,0,0,0
5010886,F,N,Y,0,1.575,No Occupation Type,65.09,-1000.67,0,0,0
5010887,F,N,Y,0,1.575,No Occupation Type,65.09,-1000.67,0,0,0
5010888,F,N,Y,0,1.575,No Occupation Type,65.09,-1000.67,0,0,0
5010890,F,N,Y,0,1.575,No Occupation Type,65.09,-1000.67,0,0,0
5010891,F,N,Y,0,1.575,No Occupation Type,65.09,-1000.67,0,0,0
5010892,F,N,Y,0,1.575,No Occupation Type,65.09,-1000.67,0,0,0
5010893,F,N,Y,0,1.575,No Occupation Type,65.09,-1000.67,0,0,0
5010894,M,Y,Y,0,1.125,Low-skill Laborers,62.25,2.36,0,0,0
5010897,M,Y,Y,0,1.125,Low-skill Laborers,62.25,2.36,-20,20,0
5010898,M,Y,Y,0,1.125,Low-skill Laborers,62.25,2.36,0,0,1
5010899,M,Y,Y,0,1.125,Low-skill Laborers,62.25,2.36,0,0,0
5010900,M,Y,Y,0,1.125,Low-skill Laborers,62.25,2.36,-18,18,0
5010902,F,N,Y,1,3.6,Managers,28.92,3.78,-5,5,1
5010903,F,N,Y,1,3.6,Managers,28.92,3.78,0,0,1
5010904,F,N,Y,1,3.6,Managers,28.92,3.78,-5,5,1
5010906,F,N,Y,1,3.6,Managers,28.92,3.78,0,0,1
5010908,F,Y,Y,0,0.81,No Occupation Type,55.89,-1000.67,-15,15,0
5010910,F,Y,Y,0,0.81,No Occupation Type,55.89,-1000.67,0,0,0
5010913,F,Y,Y,0,0.81,No Occupation Type,55.89,-1000.67,0,0,0
5010916,M,Y,Y,0,2.43,Laborers,37.08,6.95,0,0,0
5010917,M,Y,Y,0,2.43,Laborers,37.08,6.95,0,0,1
5010918,M,Y,Y,0,2.43,Laborers,37.08,6.95,0,0,0
5010919,M,Y,Y,0,2.43,Laborers,37.08,6.95,0,0,0
5010921,F,N,N,0,0.945,Sales staff,61.0,2.27,0,0,0
5010923,F,N,N,0,0.945,Sales staff,61.0,2.27,-1,1,0
5010924,F,Y,Y,2,2.7,Core staff,34.92,1.44,-19,19,0
5010925,F,Y,Y,2,2.7,Core staff,34.92,1.44,-8,8,0
5010926,F,Y,Y,2,2.7,Core staff,34.92,1.44,-14,14,0
5010927,F,Y,Y,2,2.7,Core staff,34.92,1.44,-19,19,0
5010928,F,Y,Y,2,2.7,Core staff,34.92,1.44,-27,27,0
5010929,F,Y,Y,2,2.7,Core staff,34.92,1.44,0,0,0
5010930,F,Y,Y,2,2.7,Core staff,34.92,1.44,0,0,1
5010931,F,Y,Y,2,2.7,Core staff,34.92,1.44,-7,7,0
5010932,F,Y,Y,2,2.7,Core staff,34.92,1.44,-11,11,0
5010934,F,N,N,0,1.35,No Occupation Type,46.07,18.12,0,0,0
5010935,F,N,N,0,1.35,No Occupation Type,46.07,18.12,-7,7,0
5010936,F,N,N,0,1.35,No Occupation Type,46.07,18.12,0,0,1
5010937,F,N,N,0,1.35,No Occupation Type,46.07,18.12,0,0,0
5010938,F,N,N,0,1.35,No Occupation Type,46.07,18.12,-5,5,0
5010939,F,N,N,0,1.35,No Occupation Type,46.07,18.12,0,0,0
5010940,F,N,N,0,1.35,No Occupation Type,46.07,18.12,0,0,0
5010941,F,N,N,0,1.35,No Occupation Type,46.07,18.12,0,0,0
5010943,F,N,N,0,1.575,No Occupation Type,62.54,-1000.67,0,0,1
5010944,F,Y,Y,1,2.7,Managers,37.72,7.03,0,0,0
5010945,F,Y,Y,1,2.7,Managers,37.72,7.03,-22,22,0
5010946,F,Y,Y,1,2.7,Managers,37.72,7.03,-24,24,0
5010947,F,Y,Y,1,2.7,Managers,37.72,7.03,-4,4,0
5010948,F,Y,Y,1,2.7,Managers,37.72,7.03,0,0,0
5010949,F,Y,Y,1,2.7,Managers,37.72,7.03,0,0,0
5010950,F,Y,Y,1,2.7,Managers,37.72,7.03,-16,16,0
5010951,F,Y,Y,1,2.7,Managers,37.72,7.03,-1,1,0
5010952,F,Y,Y,1,2.7,Managers,37.72,7.03,-2,2,0
5010953,M,Y,Y,0,3.375,Sales staff,40.36,3.78,0,0,0
5010954,M,Y,Y,0,3.375,Sales staff,40.36,3.78,0,0,1
5010956,M,Y,Y,0,3.375,Sales staff,40.36,3.78,0,0,0
5010957,M,Y,Y,0,3.375,Sales staff,40.36,3.78,-17,17,0
5010958,M,Y,Y,0,3.375,Sales staff,40.36,3.78,0,0,1
5010959,M,Y,Y,0,3.375,Sales staff,40.36,3.78,0,0,0
5010960,M,Y,Y,0,2.025,Laborers,31.52,2.86,0,0,0
5010961,M,Y,Y,0,2.025,Laborers,31.52,2.86,0,0,0
5010962,F,N,N,0,2.565,HR staff,30.72,7.03,0,0,0
5010963,F,N,N,0,2.565,HR staff,30.72,7.03,-9,9,1
5010964,F,N,N,0,2.565,HR staff,30.72,7.03,0,0,0
5010965,F,N,N,0,2.565,HR staff,30.72,7.03,-39,39,1
5010966,F,N,N,0,2.565,HR staff,30.72,7.03,-24,24,1
5010967,F,N,N,0,2.565,HR staff,30.72,7.03,-29,29,1
5010972,F,N,Y,1,1.35,Waiters/barmen staff,37.31,7.53,0,0,0
5010974,M,Y,Y,0,1.26,Sales staff,49.9,9.61,-31,31,0
5010975,M,Y,Y,0,1.26,Sales staff,49.9,9.61,-9,9,0
5010976,M,Y,Y,0,1.26,Sales staff,49.9,9.61,-8,8,0
5010977,F,N,Y,0,0.675,Sales staff,36.23,2.27,0,0,0
5010978,F,N,Y,0,0.675,Sales staff,36.23,2.27,0,0,0
5010980,M,Y,Y,0,2.25,Drivers,49.44,4.95,0,0,0
5010981,M,Y,N,1,2.7,Managers,41.24,9.28,0,0,1
5010982,M,Y,N,1,2.7,Managers,41.24,9.28,0,0,1
5010983,M,N,Y,0,1.35,No Occupation Type,60.6,-1000.67,0,0,0
5010984,M,N,Y,0,1.35,No Occupation Type,60.6,-1000.67,0,0,0
5010986,F,N,Y,0,1.215,Sales staff,30.46,10.61,0,0,0
5010987,F,N,Y,0,1.215,Sales staff,30.46,10.61,0,0,0
5010989,F,N,Y,0,1.215,Sales staff,30.46,10.61,0,0,1
5010990,F,N,Y,0,0.9,Medicine staff,55.0,0.61,-3,3,0
5010991,F,N,Y,0,0.9,Medicine staff,55.0,0.61,-7,7,0
5010992,F,N,Y,0,0.9,Medicine staff,55.0,0.61,-3,3,0
5010993,F,N,Y,0,0.9,Medicine staff,55.0,0.61,0,0,0
5010994,F,N,Y,0,0.9,Medicine staff,55.0,0.61,0,0,0
5010995,F,N,Y,0,0.9,Medicine staff,55.0,0.61,0,0,0
5010996,F,N,Y,0,0.9,Medicine staff,55.0,0.61,0,0,1
5010997,F,N,Y,0,0.9,Medicine staff,55.0,0.61,0,0,0
5010998,F,N,Y,0,0.9,Medicine staff,55.0,0.61,-1,1,1
5010999,F,N,Y,0,0.9,Medicine staff,55.0,0.61,0,0,0
5011000,F,N,Y,0,0.9,Medicine staff,55.0,0.61,-1,1,0
5011001,F,Y,Y,0,1.575,Sales staff,29.42,5.69,-6,6,0
5011002,F,Y,Y,0,1.575,Sales staff,29.42,5.69,0,0,0
5011003,F,Y,Y,0,1.575,Sales staff,29.42,5.69,-4,4,0
5011004,F,Y,Y,0,1.575,Sales staff,29.42,5.69,-11,11,0
5011005,F,Y,Y,0,1.575,Sales staff,29.42,5.69,0,0,0
5011006,F,Y,Y,0,1.575,Sales staff,29.42,5.69,0,0,0
5011007,F,Y,Y,0,1.575,Sales staff,29.42,5.69,-12,12,0
5011008,F,Y,Y,0,1.575,Sales staff,29.42,5.69,0,0,0
5011009,F,Y,Y,0,1.575,Sales staff,29.42,5.69,0,0,0
5011010,F,Y,Y,0,1.575,Sales staff,29.42,5.69,0,0,0
5011011,F,Y,Y,0,1.35,Sales staff,32.93,0.36,0,0,0
5011012,F,Y,Y,0,1.35,Sales staff,32.93,0.36,-11,11,0
5011013,F,Y,Y,0,1.35,Sales staff,32.93,0.36,-19,19,0
5011014,F,Y,Y,0,1.35,Sales staff,32.93,0.36,-31,31,0
5011015,F,Y,Y,0,1.35,Sales staff,32.93,0.36,-6,6,1
5011022,M,Y,Y,2,0.99,Drivers,45.36,8.86,0,0,1
5011023,M,Y,Y,2,0.99,Drivers,45.36,8.86,0,0,0
5011024,M,Y,Y,2,0.99,Drivers,45.36,8.86,0,0,0
5011025,M,Y,Y,2,0.99,Drivers,45.36,8.86,-5,5,0
5011026,M,Y,Y,2,0.99,Drivers,45.36,8.86,0,0,0
5011027,M,Y,Y,2,0.99,Drivers,45.36,8.86,0,0,1
5011028,F,N,Y,0,2.925,Sales staff,45.45,2.78,0,0,0
5011029,F,N,Y,0,2.925,Sales staff,45.45,2.78,0,0,0
5011031,F,N,Y,1,1.35,No Occupation Type,47.92,20.7,0,0,0
5011032,F,N,Y,1,1.35,No Occupation Type,47.92,20.7,0,0,0
5011033,F,N,Y,1,1.35,No Occupation Type,47.92,20.7,-14,14,0
5011036,F,N,Y,0,3.15,No Occupation Type,55.61,-1000.67,0,0,0
5011037,F,N,Y,0,3.15,No Occupation Type,55.61,-1000.67,-29,29,0
5011039,F,N,Y,0,3.15,No Occupation Type,55.61,-1000.67,-49,49,0
5011040,F,N,Y,0,3.15,No Occupation Type,55.61,-1000.67,-27,27,1
5011041,F,N,Y,0,3.15,No Occupation Type,55.61,-1000.67,-28,28,0
5011042,F,N,Y,0,3.15,No Occupation Type,55.61,-1000.67,0,0,1
5011043,F,N,Y,0,3.15,No Occupation Type,55.61,-1000.67,-10,10,0
5011044,F,N,Y,0,3.15,No Occupation Type,55.61,-1000.67,0,0,0
5011045,F,N,Y,0,3.15,No Occupation Type,55.61,-1000.67,-21,21,0
5018414,F,N,Y,1,0.333,No Occupation Type,62.42,-1000.67,0,0,0
5018415,F,N,Y,1,0.333,No Occupation Type,62.42,-1000.67,0,0,0
5018417,M,Y,Y,2,6.975,Sales staff,38.86,14.51,0,0,1
5018418,M,Y,Y,2,6.975,Sales staff,38.86,14.51,0,0,1
5018419,F,N,Y,0,1.35,Sales staff,50.45,14.25,-35,35,0
5018420,F,N,Y,0,1.35,Sales staff,50.45,14.25,0,0,0
5018421,F,N,Y,0,1.35,Sales staff,50.45,14.25,0,0,0
5018422,F,N,Y,0,2.025,Laborers,51.55,3.0,0,0,0
5018423,F,N,Y,0,2.025,Laborers,51.55,3.0,-3,3,0
5018424,F,N,Y,0,2.025,Laborers,51.55,3.0,-12,12,0
5018425,F,N,Y,0,2.025,Laborers,51.55,3.0,0,0,1
5018426,F,N,Y,0,2.025,Laborers,51.55,3.0,0,0,0
5018428,M,N,Y,0,1.35,Laborers,34.59,14.51,0,0,0
5018429,M,N,Y,0,1.35,Laborers,34.59,14.51,0,0,0
5018430,M,Y,Y,1,1.125,Drivers,46.76,0.67,0,0,0
5018431,M,Y,Y,1,1.125,Drivers,46.76,0.67,0,0,0
5018432,M,Y,Y,1,1.125,Drivers,46.76,0.67,0,0,0
5018433,M,Y,Y,1,1.125,Drivers,46.76,0.67,-22,22,0
5018439,F,N,Y,0,2.025,Core staff,55.42,14.84,0,0,1
5018440,F,N,Y,0,2.025,Core staff,55.42,14.84,0,0,1
5018442,F,N,Y,0,2.025,Core staff,55.42,14.84,0,0,1
5018443,F,N,Y,1,1.98,No Occupation Type,50.66,-1000.67,0,0,0
5018444,F,N,Y,1,6.75,Sales staff,43.41,3.83,0,0,0
5018445,F,N,Y,1,6.75,Sales staff,43.41,3.83,0,0,0
5018446,F,N,Y,1,6.75,Sales staff,43.41,3.83,0,0,0
5018447,F,N,Y,1,6.75,Sales staff,43.41,3.83,-22,22,0
5018448,F,N,Y,1,6.75,Sales staff,43.41,3.83,0,0,0
5018450,F,N,Y,1,6.75,Sales staff,43.41,3.83,-8,8,0
5018451,F,N,Y,1,6.75,Sales staff,43.41,3.83,0,0,0
5018452,F,N,Y,1,6.75,Sales staff,43.41,3.83,0,0,0
5018453,F,N,Y,0,1.0125,No Occupation Type,60.44,-1000.67,-29,29,1
5018455,F,N,Y,0,1.0125,No Occupation Type,60.44,-1000.67,0,0,1
5018457,F,N,Y,0,1.0125,No Occupation Type,60.44,-1000.67,-1,1,1
5018458,F,N,Y,0,1.0125,No Occupation Type,60.44,-1000.67,0,0,1
5018459,F,N,Y,0,1.0125,No Occupation Type,60.44,-1000.67,0,0,1
5018460,F,N,Y,0,1.0125,No Occupation Type,60.44,-1000.67,-1,1,1
5018461,F,N,Y,1,1.665,No Occupation Type,55.36,22.01,-18,18,1
5018462,F,N,Y,1,1.665,No Occupation Type,55.36,22.01,0,0,0
5018464,F,N,Y,1,1.665,No Occupation Type,55.36,22.01,-33,33,0
5018465,F,N,Y,1,1.665,No Occupation Type,55.36,22.01,0,0,1
5018466,F,N,Y,1,1.665,No Occupation Type,55.36,22.01,0,0,0
