ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,OCCUPATION_TYPE,CNT_FAM_MEMBERS,AGE,EMPLOYMENT_PERIOD,STATUS_y,Code
5024827,1,0,0,1,0.9,4,4,1,1,15,3.0,33.93,6.09,1,4785
5024828,0,1,1,1,1.125,4,2,1,4,8,3.0,35.36,0.93,1,4786
5024829,0,1,1,1,1.125,4,2,1,4,8,3.0,35.36,0.93,1,4787
5024830,0,1,1,1,1.125,4,2,1,4,8,3.0,35.36,0.93,1,4788
5024831,0,0,0,0,3.6,4,4,0,1,8,2.0,34.31,14.1,0,4789
5024832,0,0,0,0,3.6,4,4,0,1,8,2.0,34.31,14.1,0,4790
5024833,0,0,0,0,3.6,4,4,0,1,8,2.0,34.31,14.1,0,4791
5025161,0,0,0,0,3.6,4,4,0,1,8,2.0,34.31,14.1,0,4792
5024834,1,0,1,0,2.025,0,1,3,1,12,1.0,38.75,5.68,1,4793
5024836,1,0,1,0,2.025,0,1,3,1,12,1.0,38.75,5.68,0,4794
5024837,1,0,1,0,2.025,0,1,3,1,12,1.0,38.75,5.68,0,4795
5024838,1,0,1,0,2.025,0,1,3,1,12,1.0,38.75,5.68,0,4796
5024839,1,0,1,0,2.025,0,1,3,1,12,1.0,38.75,5.68,0,4797
5024840,1,0,1,0,2.025,0,1,3,1,12,1.0,38.75,5.68,0,4798
5024841,1,0,1,0,2.025,0,1,3,1,12,1.0,38.75,5.68,0,4799
5024842,1,0,1,0,2.025,0,1,3,1,12,1.0,38.75,5.68,0,4800
5024843,1,0,1,0,1.575,4,1,3,1,6,1.0,31.54,1.42,1,4801
5024845,1,0,1,0,1.575,4,1,3,1,6,1.0,31.54,1.42,1,4802
5024846,1,0,1,0,1.575,4,1,3,1,6,1.0,31.54,1.42,1,4803
5024847,1,0,1,0,1.575,4,1,3,1,6,1.0,31.54,1.42,1,4804
5024848,1,0,1,0,1.575,4,1,3,1,6,1.0,31.54,1.42,0,4805
5024849,1,0,1,0,1.575,4,1,3,1,6,1.0,31.54,1.42,1,4806
5024850,1,0,1,0,1.575,4,1,3,1,6,1.0,31.54,1.42,1,4807
5024851,1,1,1,3,0.81,4,4,1,1,3,5.0,39.99,2.42,0,4808
5024852,1,1,1,3,0.81,4,4,1,1,3,5.0,39.99,2.42,0,4809
5024853,1,1,1,3,0.81,4,4,1,1,3,5.0,39.99,2.42,0,4810
5024854,1,1,1,3,0.81,4,4,1,1,3,5.0,39.99,2.42,0,4811
5024856,1,1,1,0,2.115,4,4,1,1,6,2.0,42.63,14.1,0,4812
5024857,1,1,1,0,2.115,4,4,1,1,6,2.0,42.63,14.1,0,4813
5024859,1,1,1,0,1.125,1,3,0,1,12,2.0,67.07,-1000.67,0,4814
5024860,1,1,1,0,1.125,1,3,0,1,12,2.0,67.07,-1000.67,0,4815
5024862,1,0,1,0,1.8,4,4,0,1,2,2.0,46.64,4.93,0,4816
5024865,1,0,0,0,0.63,4,4,1,1,12,2.0,51.08,9.01,0,4817
5024866,0,1,0,0,0.63,4,4,1,1,4,2.0,51.67,4.42,0,4818
5024868,1,0,0,0,2.115,4,4,1,1,17,2.0,50.99,9.76,0,4819
5024870,1,1,1,0,7.2,0,1,2,1,10,1.0,63.83,0.42,0,4820
5024872,1,0,1,0,1.125,1,2,4,1,12,1.0,60.85,-1000.67,0,4821
5024873,1,0,1,0,1.125,1,2,4,1,12,1.0,60.85,-1000.67,0,4822
5024874,1,1,1,1,2.25,0,4,1,1,3,3.0,48.2,8.01,0,4823
5024875,1,0,0,0,2.7,0,4,3,4,12,1.0,34.94,5.26,0,4824
5024876,1,1,1,0,2.115,1,4,1,4,12,2.0,60.1,-1000.67,1,4825
5024877,0,1,1,0,3.6,0,1,1,1,4,2.0,62.02,8.43,0,4826
5024878,1,0,1,0,1.125,1,4,1,1,12,2.0,60.75,-1000.67,0,4827
5024881,1,0,1,0,3.15,0,2,3,1,15,1.0,29.68,1.08,0,4828
5024883,0,0,0,0,1.8,4,4,3,4,15,1.0,23.43,3.42,0,4829
5024884,1,0,0,1,1.17,4,4,1,1,15,3.0,31.89,4.59,0,4830
5024885,1,0,0,1,1.17,4,4,1,1,15,3.0,31.89,4.59,0,4831
5024887,1,0,0,1,1.8,4,4,3,1,15,2.0,27.26,1.17,0,4832
5024888,1,0,0,1,1.8,4,4,3,1,15,2.0,27.26,1.17,0,4833
5024889,1,1,0,0,1.125,4,1,1,1,6,2.0,38.09,9.34,0,4834
5024890,0,1,0,0,0.3825,1,3,1,1,12,2.0,62.86,-1000.67,0,4835
5024891,0,1,0,0,0.99,4,4,0,1,8,2.0,59.34,9.51,0,4836
5024892,1,0,1,1,2.25,0,4,0,2,0,3.0,38.17,9.93,0,4837
5024893,1,0,1,1,2.25,0,4,0,2,0,3.0,38.17,9.93,0,4838
5024894,0,0,1,0,1.8,4,4,0,1,8,2.0,43.43,1.17,0,4839
5024895,1,1,1,3,1.26,0,4,1,1,8,5.0,33.6,3.01,0,4840
5024896,1,1,1,3,1.26,0,4,1,1,8,5.0,33.6,3.01,0,4841
5024897,1,0,1,0,1.575,1,1,1,1,12,2.0,63.02,-1000.67,0,4842
5024898,1,0,1,1,1.035,2,4,1,1,11,3.0,43.53,23.85,1,4843
5024899,1,0,0,0,1.575,0,4,4,2,15,1.0,47.84,7.35,0,4844
5024900,1,1,0,0,2.925,2,1,0,1,0,2.0,44.99,1.93,1,4845
5024903,1,0,0,0,2.25,4,4,1,1,15,2.0,40.86,11.18,0,4846
5024905,1,0,0,0,0.945,0,4,1,1,15,2.0,41.11,5.01,0,4847
5024906,0,0,0,0,1.35,0,4,1,1,3,2.0,37.14,4.42,0,4848
5024908,0,1,1,0,2.25,4,4,1,1,17,2.0,56.06,0.51,0,4849
5024909,0,1,1,0,2.25,4,4,1,1,17,2.0,56.06,0.51,0,4850
5024910,0,0,0,3,0.9,0,4,1,1,8,5.0,35.36,6.76,0,4851
5024911,1,0,0,1,1.755,4,1,1,1,3,3.0,39.0,19.18,1,4852
5024912,1,1,0,2,1.35,4,4,1,1,3,4.0,23.88,5.09,0,4853
5024914,1,0,1,0,2.925,0,4,2,1,12,1.0,43.05,1.25,0,4854
5024915,1,0,1,0,1.125,4,1,1,1,15,2.0,50.02,15.77,0,4855
5024916,1,0,1,0,1.125,1,4,1,1,12,2.0,59.81,-1000.67,0,4856
5024917,1,0,1,0,1.125,1,4,1,1,12,2.0,59.81,-1000.67,0,4857
5024918,0,0,1,2,2.25,4,1,1,1,10,4.0,40.66,10.6,0,4858
5024920,1,0,0,0,2.925,0,4,2,1,12,1.0,42.62,24.02,0,4859
5024922,0,0,1,0,1.8,4,3,3,1,4,1.0,40.17,3.25,0,4860
5024923,1,0,1,2,2.475,4,4,1,1,12,4.0,37.29,0.5,0,4861
5024925,1,0,0,0,0.3375,1,1,1,1,12,2.0,52.2,-1000.67,0,4862
5024926,1,0,0,0,0.9,0,1,1,1,6,2.0,43.95,10.51,0,4863
5024927,0,0,0,0,3.825,0,4,3,1,8,1.0,34.61,2.34,0,4864
5024930,0,1,0,2,1.26,0,4,1,1,8,4.0,33.55,1.84,0,4865
5024934,0,1,0,0,1.35,4,4,1,1,4,2.0,37.54,4.01,0,4866
5024936,1,0,1,1,1.125,4,4,1,1,8,3.0,42.13,18.77,0,4867
5024937,1,0,1,1,1.125,4,4,1,1,8,3.0,42.13,18.77,1,4868
5024938,1,0,1,0,0.675,1,4,4,1,12,1.0,63.2,-1000.67,0,4869
5024943,1,0,1,0,3.6,4,1,3,1,3,1.0,46.33,4.01,1,4870
5024944,0,1,1,0,1.8,4,4,1,1,8,2.0,42.8,4.51,0,4871
5024945,0,1,1,0,1.8,4,4,1,1,8,2.0,42.8,4.51,1,4872
5024946,1,1,0,1,1.4535,0,4,1,1,8,3.0,24.98,0.51,0,4873
5024947,0,1,0,0,1.35,4,4,1,1,17,2.0,51.08,4.68,0,4874
5024948,1,1,0,0,1.575,4,4,0,1,8,2.0,47.29,23.69,0,4875
5024950,0,0,0,0,1.215,4,4,3,1,8,1.0,43.81,14.77,0,4876
5024951,1,0,0,1,1.8,0,1,1,1,3,3.0,29.13,1.42,0,4877
5024952,1,0,0,0,1.125,4,4,1,1,15,2.0,29.65,4.09,0,4878
5024953,0,1,1,1,1.8,4,1,1,1,17,3.0,33.27,1.17,0,4879
5024955,0,1,1,1,1.035,4,4,1,1,8,3.0,44.88,0.51,0,4880
5024957,1,0,1,2,1.7325,4,4,2,1,3,3.0,36.22,15.18,0,4881
5024958,1,1,1,0,0.495,1,4,1,1,12,2.0,61.59,-1000.67,0,4882
5024959,0,1,1,0,2.025,4,4,1,1,17,2.0,39.97,2.76,0,4883
5024961,1,1,1,0,2.475,1,4,1,1,12,2.0,55.93,-1000.67,1,4884
5024963,0,1,0,1,1.575,0,4,1,3,8,3.0,35.58,6.42,0,4885
5024964,1,1,0,0,1.8,0,1,1,1,3,2.0,30.76,9.51,1,4886
5024966,0,0,0,0,2.025,4,4,2,1,8,1.0,40.47,0.42,1,4887
5024968,1,0,0,1,1.8,4,4,1,1,11,3.0,43.67,22.85,0,4888
5024969,0,0,0,1,1.8,4,4,1,1,12,3.0,24.88,2.84,0,4889
5024970,1,1,0,0,1.35,2,4,1,1,10,2.0,41.58,8.35,0,4890
5024971,1,0,1,0,0.945,4,4,1,1,11,2.0,44.65,15.94,1,4891
5024974,1,0,0,0,0.675,1,4,1,1,12,2.0,60.16,-1000.67,0,4892
5024975,0,0,1,0,1.35,0,4,1,1,8,2.0,35.49,4.76,0,4893
5024976,0,0,0,0,2.25,4,4,1,1,8,2.0,35.37,4.93,0,4894
5024977,0,0,0,0,3.6,4,2,3,2,8,1.0,33.9,7.6,1,4895
5024978,1,1,0,0,3.825,4,1,0,1,0,2.0,30.56,3.51,0,4896
5024979,0,0,0,0,1.35,4,2,3,1,8,1.0,26.99,2.17,0,4897
5024980,0,0,0,0,2.7,0,4,1,1,4,2.0,39.05,2.09,0,4898
5024981,0,0,0,0,2.7,0,4,1,1,4,2.0,39.05,2.09,1,4899
5024983,1,0,0,1,1.35,4,4,1,1,3,3.0,41.83,6.51,0,4900
5024984,0,1,0,0,1.575,4,4,1,1,17,2.0,49.91,0.59,0,4901
5025006,0,1,0,0,1.575,4,4,1,1,17,2.0,49.91,0.59,0,4902
5024987,0,1,1,1,2.7,2,4,1,1,4,3.0,51.7,10.76,0,4903
5024988,0,1,1,1,2.7,2,4,1,1,4,3.0,51.7,10.76,1,4904
5024989,0,0,0,0,0.81,4,4,1,4,8,2.0,31.1,1.84,0,4905
5024991,1,0,1,0,3.6,2,4,4,1,3,1.0,49.84,30.69,1,4906
5024992,1,0,1,0,3.6,2,4,4,1,3,1.0,49.84,30.69,0,4907
5024994,0,1,1,1,4.05,2,1,0,1,12,3.0,25.72,3.51,0,4908
5024999,1,1,1,0,1.35,4,4,1,1,15,2.0,27.38,4.17,0,4909
5025000,0,1,0,0,3.15,4,4,1,1,4,2.0,56.12,2.17,0,4910
5025001,1,0,0,0,1.125,4,4,3,1,3,1.0,38.56,12.93,0,4911
5025002,1,0,0,0,1.125,4,4,3,1,3,1.0,38.56,12.93,1,4912
5025003,1,0,0,0,1.125,4,4,3,1,3,1.0,38.56,12.93,1,4913
5025005,0,1,1,0,2.025,4,1,1,1,12,2.0,34.65,5.84,0,4914
5025008,0,0,0,0,2.79,0,4,1,1,12,2.0,54.87,6.34,1,4915
5025009,0,0,0,0,2.79,0,4,1,1,12,2.0,54.87,6.34,0,4916
5025010,1,0,0,1,1.575,0,1,3,1,8,2.0,40.05,0.34,0,4917
5025011,1,0,0,0,1.35,1,4,1,2,12,2.0,52.14,-1000.67,0,4918
5025012,1,1,0,0,1.125,0,1,1,1,8,2.0,34.71,6.84,0,4919
5025013,1,0,0,0,1.17,0,4,1,1,15,2.0,42.76,6.68,0,4920
5025014,1,1,0,0,1.8,4,1,1,1,8,2.0,36.34,1.09,0,4921
5025015,0,1,0,0,2.565,4,4,1,1,8,2.0,37.52,0.67,0,4922
5025016,0,1,0,0,2.565,4,4,1,1,8,2.0,37.52,0.67,0,4923
5025017,0,0,1,0,1.35,4,4,3,1,8,1.0,36.42,2.67,0,4924
5025018,1,1,1,1,1.35,0,1,1,1,3,3.0,27.72,3.17,0,4925
5025019,1,0,1,0,1.485,1,4,1,1,12,2.0,58.94,-1000.67,0,4926
5025020,1,0,1,0,1.485,1,4,1,1,12,2.0,58.94,-1000.67,0,4927
5025021,1,0,1,0,0.9,1,4,2,1,12,1.0,57.68,-1000.67,1,4928
5025023,1,0,1,0,0.9,1,4,2,1,12,1.0,57.68,-1000.67,0,4929
5025025,1,0,1,0,1.125,4,4,1,1,12,2.0,46.33,1.84,0,4930
5025026,1,0,1,3,0.675,4,1,1,1,12,5.0,33.7,12.85,0,4931
5025027,1,0,0,0,1.35,1,4,1,1,12,2.0,54.83,-1000.67,0,4932
5025028,1,0,0,0,1.35,1,4,1,1,12,2.0,54.83,-1000.67,1,4933
5025029,1,0,0,0,1.35,1,4,1,1,12,2.0,54.83,-1000.67,0,4934
5025030,1,1,0,0,0.9,0,4,1,1,8,2.0,51.1,15.43,1,4935
5025032,1,1,0,0,0.9,0,4,1,1,8,2.0,51.1,15.43,0,4936
5025034,1,0,0,0,1.35,0,4,0,1,8,2.0,45.21,20.61,0,4937
5025035,1,0,0,0,1.8,4,1,4,1,15,1.0,52.58,3.18,1,4938
5025036,0,0,1,0,2.025,4,4,3,1,8,1.0,41.32,2.25,0,4939
5025038,1,0,0,0,1.35,0,2,3,2,8,1.0,23.38,4.68,0,4940
5025039,1,0,0,0,1.125,4,4,1,1,12,2.0,25.79,6.09,0,4941
5025040,1,0,0,0,1.125,4,4,1,1,12,2.0,25.79,6.09,0,4942
5025043,1,0,0,0,1.35,4,4,1,1,11,2.0,45.87,22.1,1,4943
5025044,0,0,1,1,1.44,4,1,1,1,15,3.0,35.29,9.51,0,4944
5025045,1,0,0,0,1.575,0,4,0,1,13,2.0,44.38,9.35,0,4945
5025046,1,0,0,0,1.575,1,1,1,1,12,2.0,63.84,-1000.67,0,4946
5025047,1,1,0,3,1.125,4,4,1,1,12,5.0,32.14,10.35,0,4947
5025048,0,1,0,2,1.8,4,4,1,4,12,4.0,27.98,1.59,0,4948
5025049,1,1,0,0,2.025,0,4,1,1,6,2.0,40.89,3.51,0,4949
5025051,0,1,1,1,1.35,4,4,1,1,8,3.0,41.53,22.44,0,4950
5025054,1,0,1,0,1.125,1,3,1,1,12,2.0,63.99,-1000.67,0,4951
5025055,1,0,1,0,1.125,1,3,1,1,12,2.0,63.99,-1000.67,0,4952
5025056,0,1,1,0,1.575,4,4,1,1,12,2.0,33.75,3.09,0,4953
5025058,0,1,1,0,1.665,4,4,1,1,6,2.0,32.13,8.76,0,4954
5025059,0,1,1,0,1.665,4,4,1,1,6,2.0,32.13,8.76,0,4955
5025060,0,1,1,0,1.665,4,4,1,1,6,2.0,32.13,8.76,1,4956
5025061,0,1,1,0,1.665,4,4,1,1,6,2.0,32.13,8.76,0,4957
5025062,0,1,1,0,1.665,4,4,1,1,6,2.0,32.13,8.76,0,4958
5025063,0,1,1,0,1.35,4,4,3,1,12,1.0,32.09,1.84,0,4959
5025064,0,0,1,1,3.6,2,1,0,1,3,3.0,51.68,19.43,0,4960
5025066,0,1,1,2,5.31,2,1,1,1,10,4.0,41.57,21.69,0,4961
5025067,0,1,1,1,1.8,4,4,1,1,3,3.0,31.54,10.43,0,4962
5025069,0,1,1,1,1.8,4,4,1,1,3,3.0,31.54,10.43,0,4963
5025073,1,0,1,0,1.575,1,3,1,1,12,2.0,63.17,-1000.67,0,4964
5025074,1,0,1,0,1.71,4,4,1,1,10,2.0,51.61,20.69,0,4965
5025075,1,0,1,0,1.125,1,4,2,1,12,1.0,68.16,-1000.67,0,4966
5025077,1,0,1,1,0.945,4,1,3,1,12,2.0,28.73,9.51,0,4967
5025078,0,0,1,0,2.25,0,4,3,1,8,1.0,41.66,9.76,0,4968
5025080,1,1,0,0,6.75,0,1,2,1,3,1.0,43.1,17.77,1,4969
5025081,1,1,1,0,1.8,2,4,1,1,12,2.0,43.76,13.85,0,4970
5025082,1,1,1,0,1.8,2,4,1,1,12,2.0,43.76,13.85,0,4971
5025084,1,0,1,0,0.855,1,4,1,1,12,2.0,67.65,-1000.67,1,4972
5025086,1,0,1,2,3.6,4,4,0,1,12,4.0,34.3,10.51,0,4973
5025087,1,0,1,0,0.945,4,4,0,1,15,2.0,26.61,3.84,0,4974
5025088,0,0,0,0,1.35,3,1,3,4,12,1.0,24.97,1.59,0,4975
5025089,1,0,1,0,0.9,1,4,1,1,12,2.0,60.37,-1000.67,0,4976
5025091,1,0,1,0,0.63,1,4,2,1,12,1.0,64.12,-1000.67,0,4977
5025092,0,1,0,3,0.9,4,3,2,4,4,4.0,37.28,4.0,1,4978
5025093,1,0,1,0,1.62,1,4,1,2,12,2.0,61.53,-1000.67,0,4979
5025094,1,0,1,0,1.62,1,4,1,2,12,2.0,61.53,-1000.67,0,4980
5025095,0,0,1,0,3.15,4,4,3,2,15,1.0,26.88,0.93,0,4981
5025097,1,0,1,0,3.15,4,4,2,1,2,1.0,36.64,2.17,1,4982
5025098,0,0,1,0,1.125,4,4,3,1,8,1.0,41.73,0.67,0,4983
5025100,1,0,0,0,1.8,0,4,0,1,15,2.0,45.47,1.17,0,4984
5025101,1,0,1,0,1.26,4,1,1,1,6,2.0,31.16,2.08,0,4985
5025102,1,0,1,0,1.305,0,4,0,1,15,2.0,40.27,4.84,0,4986
5025103,1,0,1,0,1.575,1,4,1,1,12,2.0,62.65,-1000.67,0,4987
5025104,0,1,1,2,2.7,0,2,1,1,10,4.0,43.65,10.09,0,4988
5025106,0,1,1,2,2.7,0,2,1,1,10,4.0,43.65,10.09,0,4989
5025107,1,0,1,1,1.8,4,4,3,1,11,2.0,32.12,10.01,0,4990
5025109,0,1,1,0,2.25,4,4,1,1,4,2.0,50.02,1.93,0,4991
5025110,0,0,0,0,1.8,0,4,1,1,8,2.0,40.83,10.51,0,4992
5025112,1,0,1,0,0.675,1,4,1,1,12,2.0,55.27,-1000.67,0,4993
5025114,1,0,1,0,1.125,4,4,4,1,8,1.0,62.05,39.28,0,4994
5025115,1,1,1,0,3.6,0,4,1,1,2,2.0,46.86,4.09,0,4995
5025117,0,1,0,1,4.05,4,1,1,1,10,3.0,35.59,2.0,0,4996
5025118,0,1,1,1,2.025,4,2,1,4,8,3.0,27.03,1.34,0,4997
5025119,1,0,1,0,1.125,2,1,1,1,3,2.0,37.02,17.52,1,4998
5025120,1,0,1,0,1.125,2,1,1,1,3,2.0,37.02,17.52,0,4999
5025121,1,0,1,0,1.125,2,1,1,1,3,2.0,37.02,17.52,0,5000
5025123,1,0,1,0,1.575,1,4,4,1,12,1.0,60.49,-1000.67,0,5001
5025124,1,1,1,0,1.8,0,2,1,1,6,2.0,47.15,8.43,1,5002
5025128,1,0,1,0,1.8,1,4,1,1,12,2.0,64.4,-1000.67,0,5003
5025130,1,0,1,0,2.7,4,4,1,1,12,2.0,49.21,25.52,0,5004
5025140,1,0,1,0,2.7,4,4,1,1,12,2.0,49.21,25.52,0,5005
5025131,0,0,1,2,2.25,0,1,1,1,12,4.0,34.81,2.42,0,5006
5025132,0,0,1,2,2.25,0,1,1,1,12,4.0,34.81,2.42,0,5007
5025133,0,0,1,2,2.25,0,1,1,1,12,4.0,34.81,2.42,0,5008
5025135,0,1,1,0,1.575,4,4,1,1,4,2.0,33.88,10.01,0,5009
5025138,1,0,1,0,2.025,4,4,1,1,15,2.0,37.21,9.51,0,5010
5025141,1,0,1,1,2.7,4,1,3,1,8,2.0,37.61,3.42,0,5011
5025143,1,0,1,0,3.87,0,4,2,1,15,1.0,49.72,1.76,0,5012
5025144,1,0,1,0,3.87,0,4,2,1,15,1.0,49.72,1.76,1,5013
5025145,1,0,1,0,3.87,0,4,2,1,15,1.0,49.72,1.76,0,5014
5025146,1,0,1,0,3.87,0,4,2,1,15,1.0,49.72,1.76,1,5015
5025148,1,0,1,1,0.9,4,4,1,1,10,3.0,41.12,2.42,0,5016
5025149,1,0,1,0,1.035,4,4,0,1,12,2.0,50.16,4.09,1,5017
5025150,1,0,1,0,1.215,1,1,1,1,12,2.0,67.33,-1000.67,0,5018
5025151,1,0,1,0,1.215,1,1,1,1,12,2.0,67.33,-1000.67,1,5019
5025153,1,0,0,0,0.9,4,4,1,4,15,2.0,44.31,0.76,0,5020
5025157,1,0,1,0,1.305,4,4,1,1,17,2.0,49.45,4.93,0,5021
5025158,0,1,1,0,2.7,4,1,3,1,10,1.0,27.17,1.17,0,5022
5025163,1,1,1,1,1.125,4,4,4,1,8,2.0,45.47,24.27,1,5023
5025164,1,1,1,0,1.575,1,1,1,1,12,2.0,61.33,-1000.67,1,5024
5025167,0,1,0,1,4.5,4,4,1,1,8,3.0,46.33,5.68,0,5025
5025170,0,1,1,0,2.7,4,2,1,2,8,2.0,32.04,6.68,0,5026
5025171,0,1,1,1,1.71,4,4,1,1,10,3.0,27.47,2.59,0,5027
5025172,1,0,1,0,1.575,0,4,1,1,3,2.0,45.55,5.51,1,5028
5025173,1,0,1,0,1.35,4,2,3,2,11,1.0,24.56,1.0,0,5029
5025175,1,1,1,0,1.125,0,1,3,1,0,1.0,23.25,1.67,0,5030
5025177,1,0,1,0,1.575,2,4,1,1,12,2.0,48.63,29.44,1,5031
5025179,1,1,0,0,1.575,1,4,1,1,12,2.0,59.28,-1000.67,0,5032
5025184,1,0,1,0,0.9,1,4,1,1,12,2.0,61.48,-1000.67,0,5033
5025185,0,1,0,2,1.305,4,4,1,1,8,4.0,24.87,3.51,1,5034
5025188,0,1,1,0,1.575,4,4,3,2,4,1.0,39.13,6.01,0,5035
5025192,1,0,0,1,1.125,4,4,0,4,8,3.0,35.13,7.6,0,5036
5025193,1,1,1,0,0.81,1,4,1,1,12,2.0,54.01,-1000.67,0,5037
5025194,1,1,1,0,1.8,0,1,4,1,10,1.0,53.39,14.6,0,5038
5025195,0,1,1,0,1.665,4,4,1,1,8,2.0,57.83,23.44,0,5039
5025199,0,0,1,0,2.7,4,4,1,1,3,2.0,34.89,12.85,0,5040
5025200,1,0,1,0,2.25,0,4,3,1,15,1.0,45.36,7.76,1,5041
5025201,0,1,0,0,11.25,0,4,1,4,10,2.0,43.73,4.51,0,5042
5025204,1,0,0,0,2.475,4,4,1,2,15,2.0,54.58,8.85,0,5043
5025207,0,1,1,1,1.8,0,4,1,1,4,3.0,27.13,0.34,1,5044
5025209,1,0,1,2,1.44,0,4,1,1,12,4.0,29.83,7.01,0,5045
5025210,0,1,1,0,1.665,4,1,3,1,7,1.0,33.31,5.01,1,5046
5025212,0,1,0,3,2.25,0,4,1,2,8,5.0,37.49,19.44,0,5047
5025213,0,1,1,0,2.25,0,4,3,4,4,1.0,23.36,1.59,0,5048
5025215,1,0,1,0,2.25,4,1,4,1,2,1.0,59.89,29.53,1,5049
5025219,1,0,1,1,1.845,4,4,1,1,8,3.0,31.87,13.85,0,5050
5025220,1,0,1,1,1.845,4,4,1,1,8,3.0,31.87,13.85,1,5051
5025222,1,0,0,0,0.9,4,4,1,1,8,2.0,51.42,0.34,0,5052
5025233,1,0,0,0,0.9,4,4,1,1,8,2.0,51.42,0.34,1,5053
5025223,0,1,0,1,2.835,0,1,1,2,6,3.0,39.06,16.6,0,5054
5025224,1,0,1,0,0.72,1,4,3,1,12,1.0,56.45,-1000.67,0,5055
5025225,1,1,0,1,2.025,4,1,1,1,15,3.0,29.14,2.51,0,5056
5025227,0,1,1,0,1.8,1,4,2,1,12,1.0,62.97,-1000.67,0,5057
5025228,0,1,1,1,2.025,4,4,1,1,4,3.0,28.37,1.76,0,5058
5025229,0,1,1,1,2.025,4,4,1,1,4,3.0,28.37,1.76,0,5059
5025230,1,0,1,0,0.99,0,4,1,1,12,2.0,42.38,1.17,0,5060
5025234,1,0,0,0,0.36,4,4,2,2,1,1.0,40.67,0.42,1,5061
5025238,1,0,1,0,0.675,4,4,1,1,1,2.0,48.18,9.35,0,5062
5025239,1,0,1,0,0.675,4,4,1,1,1,2.0,48.18,9.35,0,5063
5025240,1,0,1,0,0.675,4,4,1,1,1,2.0,48.18,9.35,1,5064
5025242,1,0,1,0,1.125,4,1,3,1,12,1.0,49.79,3.51,0,5065
5025243,1,0,1,3,1.791,2,4,1,1,2,5.0,36.28,5.01,0,5066
5025245,0,1,0,0,2.7,4,1,1,1,6,2.0,32.36,1.76,0,5067
5025252,0,0,1,1,3.6,0,4,3,2,12,2.0,42.98,21.1,0,5068
5025253,0,0,1,0,1.35,1,1,1,1,12,2.0,63.89,-1000.67,1,5069
5025254,0,0,1,0,1.35,1,1,1,1,12,2.0,63.89,-1000.67,1,5070
5025255,0,1,1,0,1.35,1,4,1,1,12,2.0,57.39,-1000.67,1,5071
5025257,1,1,1,2,1.575,4,4,1,1,3,4.0,32.02,7.68,0,5072
5025658,1,0,0,2,1.8,2,1,1,1,3,4.0,30.34,7.69,1,5073
5025659,1,0,0,2,1.8,2,1,1,1,3,4.0,30.34,7.69,1,5074
5025660,1,0,0,2,1.8,2,1,1,1,3,4.0,30.34,7.69,1,5075
5025661,1,0,0,2,1.8,2,1,1,1,3,4.0,30.34,7.69,1,5076
5025662,1,0,0,2,1.8,2,1,1,1,3,4.0,30.34,7.69,1,5077
5025663,1,0,0,2,1.8,2,1,1,1,3,4.0,30.34,7.69,1,5078
5025664,1,0,0,2,1.8,2,1,1,1,3,4.0,30.34,7.69,1,5079
5025665,1,0,0,2,1.8,2,1,1,1,3,4.0,30.34,7.69,1,5080
5025666,1,0,0,2,1.8,2,1,1,1,3,4.0,30.34,7.69,1,5081
5025671,1,0,0,2,1.8,2,1,1,1,3,4.0,30.34,7.69,1,5082
5025672,1,0,0,2,1.8,2,1,1,1,3,4.0,30.34,7.69,1,5083
5025673,1,0,0,2,1.8,2,1,1,1,3,4.0,30.34,7.69,1,5084
5025674,1,0,0,2,1.8,2,1,1,1,3,4.0,30.34,7.69,1,5085
5025681,1,1,0,1,1.35,2,4,1,1,11,3.0,40.0,5.78,0,5086
5025682,1,1,0,1,1.35,2,4,1,1,11,3.0,40.0,5.78,0,5087
5025683,1,1,0,1,1.35,2,4,1,1,11,3.0,40.0,5.78,0,5088
5025711,0,1,1,2,1.485,4,4,1,1,15,4.0,32.0,1.61,0,5089
5025712,0,1,1,2,1.485,4,4,1,1,15,4.0,32.0,1.61,0,5090
5025719,1,0,1,2,1.8,4,1,1,1,6,4.0,38.14,19.04,0,5091
5025720,1,0,1,2,1.8,4,1,1,1,6,4.0,38.14,19.04,0,5092
5025722,1,0,0,0,2.025,4,4,3,1,15,1.0,37.81,2.53,0,5093
5025737,1,1,0,0,2.16,4,1,1,2,15,2.0,32.81,0.77,1,5094
5025738,1,1,0,0,2.16,4,1,1,2,15,2.0,32.81,0.77,1,5095
5025739,1,1,0,0,2.16,4,1,1,2,15,2.0,32.81,0.77,1,5096
5025740,1,1,0,0,2.16,4,1,1,2,15,2.0,32.81,0.77,1,5097
5025741,1,1,0,0,2.16,4,1,1,2,15,2.0,32.81,0.77,1,5098
5025748,1,0,0,0,1.125,0,4,3,1,3,1.0,42.98,0.61,0,5099
5025749,1,0,0,0,1.125,0,4,3,1,3,1.0,42.98,0.61,0,5100
5025755,1,0,0,0,0.9,1,1,4,1,12,1.0,67.77,-1000.67,0,5101
5025758,1,0,1,0,1.125,1,4,1,1,12,2.0,65.69,-1000.67,1,5102
